ID,Character,English,English_IPA,Anzellan,Anzellan_IPA,Mixed_25,Mixed_25_IPA,Mixed_50,Mixed_50_IPA,Mixed_75,Mixed_75_IPA
jibu_jedi_ooh,Jibu,Oooooohh.... A Jedi!,ˈuuuhh.... a ˈdʒedai!,Uuuuuu... Jedi!,uuuˈuuu... ˈdʒedi!,Uu Jedu-a! Jedi!,ˈuu ˈdʒedua! ˈdʒedai!,Ked Jibu! Jedi!,ked ˈdʒibu! ˈdʒedai!,"Uuuuu, Jedi!","uuˈuuu, ˈdʒedai!"
jibu_guest_offworlders_happy,Jibu,Offworlders so happy!,ˈoffwowldews so ˈhapi!,Offworlder-po ixa-ixa!,ofˈfwowldewpo iˈʃaiʃa!,Ixo ud happy!,ˈiʃo ud ˈhapi!,Ixa happy!,ˈiʃa ˈhapi!,Ixena so happy!,ˈiʃena so ˈhapi!
jibu_guest_jibu_funny,Jibu,Jibu is funny!,ˈdʒibu is ˈfani!,Ked-ba ipo xo-tole a Jibu!,ˈkedba ˈipo ˈʃotole a ˈdʒibu!,Ked-ba ipo funny!,ˈkedba ˈipo ˈfani!,Ked Jibu ixa! Very funny!,ked ˈdʒibu ˈiʃa! ˈvewi ˈfani!,Bana funny!,ˈbana ˈfani!
jibu_guest_having_fun,Jibu,Offworlder having fun!,ˈoffwowldew ˈhavin fan!,Ipo banad ixena,ˈipo ˈbanad ˈiʃena,Ipo ud fun!,ˈipo ud fan!,Ipo fun!,ˈipo fan!,ipo fun!,ˈipo fan!
jibu_guest_laughing_at_us,Jibu,Are they laughing at us?,ˈaa dei̯ ˈlafin at as?,Li ga-mo ipo po-mi xina?,li ˈɡamo ˈipo ˈpomi ˈʃina?,Li galali-ni po-mi? laughing?,li ɡaˈlalini ˈpomi? ˈlafin?,Li med po boken? Laugh us?,li med po ˈboken? laf as?,Li ga-xina they laughing at us?,li ˈɡaʃina dei̯ ˈlafin at as?
jibu_guest_they_mad,Jibu,"Oh no, they mad. Hope they not mad at us.","o no, dei̯ mad. hop dei̯ nat mad at as.",A-o! Ipo goda. Sal mu-ipo ni ivo-a meded.,ˈao! ˈipo ˈɡoda. sal ˈmuipo ni ˈivoa ˈmeded.,"A-o, da ikeda goda. They mad!","ˈao, da ˈikei̯da ˈɡoda. dei̯ mad!","Nie, goda ta! They mad. Not mad us.","nie̯, ˈɡoda ta! dei̯ mad. nat mad as.","A-o nie, they mad. Hope they not mad at us.","ˈao nie̯, dei̯ mad. hop dei̯ nat mad at as."
jibu_guest_angry_bother,Jibu,Angry people always bother us.,ˈanɡwi ˈpipal ˈolwei̯s ˈbade as.,Godi-va med abo udmo buma-mi,ˈɡodiva med ˈabo ˈudmo ˈbumami,Nad med bana ga-mo angry!,nad med ˈbana ˈɡamo ˈanɡwi!,Goda med! Always bother!,ˈɡoda med! ˈolwei̯s ˈbade!,Bana people angry always bother us,ˈbana ˈpipal ˈanɡwi ˈolwei̯s ˈbade as
jibu_guest_white_shirt,Jibu,"Ooh, somebody has a white shirt!","u, ˈsambadi has a ˈwait ʃet!","Aoxe, ipo buma da kape paka!","ˈaoʃe, ˈipo ˈbuma da ˈkape ˈpaka!",Da di waba ipo ga-bi! white shirt!,da di ˈwaba ˈipo ˈɡabi! ˈwait ʃet!,Aaxe! Somebody white shirt!,ˈaaʃe! ˈsambadi ˈwait ʃet!,Ba-ipama white shirt!,baˈipama ˈwait ʃet!
jibu_guest_purple_hair,Jibu,Ooohhh.... Someone has purple hair. Me like!,ˈuohhh.... ˈsamwan has ˈpepal ˈhee. mi ˈlaik!,Uuuuu... Ked ka xiba kapa. Mi miga!,uuˈuuu... ked ka ˈʃiba ˈkapa. mi ˈmiɡa!,Axo ka muni po veta. Me like!,ˈaʃo ka ˈmiuni po ˈveta. mi ˈlaik!,Da mina kabi po-xiba! Me like!,da ˈmina ˈkabi ˈpoʃiba! mi ˈlaik!,Ohhuuo! Someone has purple hair. Me like!,ohˈhuuo! ˈsamwan has ˈpepal ˈhee. mi ˈlaik!
jibu_guest_pink_hair,Jibu,Ooohhh.... Somebody have pink hair. Nice!,ˈuohhh.... ˈsambadi hav pink ˈhee. ˈnais!,Uuuu... da bi-xiba ga-buma. Ixena!,uˈuuu... da ˈbiʃiba ˈɡabuma. ˈiʃena!,Ixena! Somebody have pink hair.,ˈiʃena! ˈsambadi hav pink ˈhee.,"A mu-muba, nice hair!","a ˈmumuba, ˈnais ˈhee!",Bomu! Somebody have pink hair,ˈbomu! ˈsambadi hav pink ˈhee
jibu_guest_green_hair,Jibu,Ahhhhhhh.... Offworlder has green hair!,ahhhhhhh.... ˈoffwowldew has ɡwin ˈhee!,Aaaa... Da offworlder ka viba kapa,aˈaaa... da ˈoffwowldew ka ˈviba ˈkapa,Da faexa kapa! Hair green!,da ˈfaeʃa ˈkapa! ˈhee ɡwin!,A-o green hair!,ˈao ɡwin ˈhee!,Aiee! Offworlder green hair!,ˈaie̯e! ˈoffwowldew ɡwin ˈhee!
jibu_guest_blue_hair,Jibu,Ooohhh.... Look at Offworlder -- blue hair nice nice!,ˈuohhh.... luk at ˈoffwowldew -- blu ˈhee ˈnais ˈnais!,Oohh... Xina a po-offwoled a kapa ixena ixena!,ˈoohh... ˈʃina a poˈoffwoled a ˈkapa ˈiʃena ˈiʃena!,Kapa bibe ixena ixena! Look Offworlder!,ˈkapa ˈbibe ˈiʃena ˈiʃena! luk ˈoffwowldew!,Li xina ipo! Blue hair nice nice!,li ˈʃina ˈipo! blu ˈhee ˈnais ˈnais!,Wuhoh! Look Offworlder blue hair nice nice,ˈwuhoh! luk ˈoffwowldew blu ˈhee ˈnais ˈnais
jibu_guest_hey,Jibu,Hey!,hei̯!,Hei!,hei̯!,Hei! hey!,hei̯! hei̯!,Hei! Hey!,hei̯! hei̯!,Hei! Hey!,hei̯! hei̯!
jibu_guest_know_you,Jibu,Oh. Hi. I know you?,o. ˈhai. ˈai no ˈiu?,"Oh, adega. Banada e ipo?","oh, ˈadeɡa. ˈbanada e ˈipo?","Oh, adega. I know?","o, ˈadeɡa. ˈai no?","Adaga mi, you know?","ˈadaɡa mi, ˈiu no?",Adega I know you?,ˈadeɡa ˈai no ˈiu?
jibu_guest_he_grumpy,Jibu,"Between us, he grumpy.","ˈbitwin as, hi ˈɡwampi.",A mi a ipo goda,a mi a ˈipo ˈɡoda,Fa med goda grumpy,fa med ˈɡoda ˈɡwampi,Ipo goda. He grumpy.,ˈipo ˈɡoda. hi ˈɡwampi.,Ipo he grumpy.,ˈipo hi ˈɡwampi.
jibu_guest_gotta_work,Jibu,"Sorry, I gotta get back to work.","ˈsawi, ˈai ˈɡata ɡet bak tu wek.","kikamie, ba ba bexa","ˈkikamie̯, ba ba ˈbeʃa",Kikamie! Ba bexa go work!,ˈkikamie̯! ba ˈbeʃa ɡo wek!,"Sorry, ba bexa mi","ˈsawi, ba ˈbeʃa mi","Kikamie, I gotta go work!","ˈkikamie̯, ˈai ˈɡata ɡo wek!"
jibu_react_oh_interesting_v2,Jibu,Ooooh!,ˈuuh!,Ya-hei,ˈiahei̯,Ya-hei! Ooooh!,ˈiahei̯! ˈuuh!,Ya-hei! Ooooh!,ˈiahei̯! ˈuuh!,Ya-hei! ooooh!,ˈiahei̯! ˈuuh!
jibu_react_oh_i_see_v2,Jibu,Ah! I see.,a! ˈai si.,A-a! Mi xina,ˈaa! mi ˈʃina,Li ipo see!,li ˈipo si!,Xina ipo! Ah!,ˈʃina ˈipo! a!,Hei! I see,hei̯! ˈai si
jibu_react_didnt_hear_v2,Jibu,I don't hear anything.,ˈai dont ˈhii ˈenitin.,Nie hena mi nipo,nie̯ ˈhena mi ˈnipo,Nie hena mi nothing,nie̯ ˈhena mi ˈnatin,"Nie, nipo! Hear nothing!","nie̯, ˈnipo! ˈhii ˈnatin!",Nie hear nothing!,nie̯ ˈhii ˈnatin!
jibu_react_off_planet_v2,Jibu,I was in the Wilds. I miss everything.,ˈai was in da ˈwailds. ˈai mis ˈevwitin.,Ga-no mi a wabal. Ga-mi ga ud mi.,ˈɡano mi a ˈwabal. ˈɡami ɡa ud mi.,Ga-no mi ba-a timad. I miss everything.,ˈɡano mi ˈbaa ˈtimad. ˈai mis ˈevwitin.,I miss everything! Ga-no mi a ked-mo.,ˈai mis ˈevwitin! ˈɡano mi a ˈkedmo.,Ga-no mi a timadib. I miss everything.,ˈɡano mi a ˈtimadib. ˈai mis ˈevwitin.
jibu_react_nope,Jibu,Nope. Nope nope.,nop. nop nop.,Nie nie. Nie nie nie.,nie̯ nie̯. nie̯ nie̯ nie̯.,Nie Nie nope.,nie̯ nie̯ nop.,Nie no no.,nie̯ no no.,Nie nope nope.,nie̯ nop nop.
jibu_react_cant_remember_v2,Jibu,Me no know.,mi no no.,Nie banada-mi,nie̯ baˈnadami,Nie banada me no,nie̯ ˈbanada mi no,"Nie, no know","nie̯, no no",Nie no know!,nie̯ no no!
jibu_react_no_way_v2,Jibu,Ooh! Really?,u! ˈwili?,"Ya-hei, na-nad?","ˈiahei̯, ˈnanad?",Aaae! really?,aˈaae! ˈwili?,Aaxe! Really?,ˈaaʃe! ˈwili?,Aoxe! real? yes?,ˈaoʃe! wil? ie̯s?
jibu_react_go_on_v2,Jibu,Oh! Go on.,o! ɡo an.,A-o! Ba a-ke!,ˈao! ba ˈake!,Aapo! Go on!,ˈaapo! ɡo an!,"Aoxe, go on","ˈaoʃe, ɡo an",Ba on!,ba an!
jibu_react_sure_v2,Jibu,Sure sure.,ˈʃuu ˈʃuu.,"Na-nad, na-nad","ˈnanad, ˈnanad",Na-nad sure,ˈnanad ˈʃuu,Nad sure.,nad ˈʃuu.,"Na-nad, sure sure.","ˈnanad, ˈʃuu ˈʃuu."
jibu_react_oh_okay_v2,Jibu,Okie okie.,ˈoki ˈoki.,a a,a a,Nadixe okie,ˈnadiʃe ˈoki,Aaxe Okie,ˈaaʃe ˈoki,Nadixe okie okie,ˈnadiʃe ˈoki ˈoki
jibu_react_makes_sense_v2,Jibu,That make sense.,dat mei̯k sens.,Ked-ba ga ixena,ˈkedba ɡa ˈiʃena,Li ga make sense,li ɡa mei̯k sens,That ixena,dat ˈiʃena,Ked-ba make sense,ˈkedba mei̯k sens
jibu_react_oh_no_v2,Jibu,Oh no no.,o no no.,A-o nie nie.,ˈao nie̯ nie̯.,Nie nie no,nie̯ nie̯ no,Nie nie! Oh no!,nie̯ nie̯! o no!,Nie no no!,nie̯ no no!
jibu_react_really_v2,Jibu,Really really?,ˈwili ˈwili?,Ga-ga-li?,ˈɡaɡali?,Na-nad? really?,ˈnanad? ˈwili?,Na-nad? really?,ˈnanad? ˈwili?,Na-nad? really really?,ˈnanad? ˈwili ˈwili?
jibu_react_fair_enough_v2,Jibu,Fair fair.,ˈfee ˈfee.,Abo abo,ˈabo ˈabo,Bana nod fair,ˈbana nad ˈfee,Abo fair,ˈabo ˈfee,Abo fair fair!,ˈabo ˈfee ˈfee!
jibu_react_noted_v2,Jibu,Roger roger.,ˈwadʒe ˈwadʒe.,Mi mi,mi mi,Nad roger,nad ˈwadʒe,Nad roger,nad ˈwadʒe,Ba-no roger roger,ˈbano ˈwadʒe ˈwadʒe
jibu_react_could_be_worse_v2,Jibu,Oh. I thought it would be much worse!,o. ˈai tot it wud bi matʃ wes!,"Aoxe, ga-no banada ni bo ud gade!","ˈaoʃe, ˈɡano ˈbanada ni bo ud ˈɡade!",Mi ga-nipo ni-re ud ixena no worse!,mi ˈɡanipo niw ud ˈiʃena no wes!,Abo be-no! Much worse!,ˈabo ˈbeno! matʃ wes!,Mi banada much worse problem!,mi ˈbanada matʃ wes ˈpwablam!
jibu_today_too_much,Jibu,I have so much to do today. So much.,ˈai hav so matʃ tu du ˈtadei̯. so matʃ.,Ud ga be bed mi. Ud ga.,ud ɡa be bed mi. ud ɡa.,Ga-mi ga ud be-ta bed-no. So much.,ˈɡami ɡa ud ˈbeta ˈbedno. so matʃ.,Ga ud mi ga bano. So much.,ɡa ud mi ɡa ˈbano. so matʃ.,Ga-ud-a mi I have so much to do today.,ˈɡauda mi ˈai hav so matʃ tu du ˈtadei̯.
jibu_so_much_today,Jibu,So much to do today!,so matʃ tu du ˈtadei̯!,Ud ga da bed!,ud ɡa da bed!,Ba gapa ga ud bed! today!,ba ˈɡapa ɡa ud bed! ˈtadei̯!,Ud ga ba work!,ud ɡa ba wek!,"Ud mi, so much to do!","ud mi, so matʃ tu du!"
jibu_today_too_many_orders,Jibu,Too many orders. Busy going all day.,tu ˈmeni ˈodes. ˈbisi ɡoi̯n ol dei̯.,Ud ud pena-bexa. Ba-mo med bed.,ud ud peˈnabeʃa. ˈbamo med bed.,Bebana tumunie bexani. All day busy!,ˈbebana ˈtumunie̯ ˈbeʃani. ol dei̯ ˈbisi!,Too many orders. Bexa nad udu.,tu ˈmeni ˈodes. ˈbeʃa nad ˈudu.,"Bexa ud, too many orders busy going all day","ˈbeʃa ud, tu ˈmeni ˈodes ˈbisi ɡoi̯n ol dei̯"
jibu_marketplace_busy,Jibu,Marketplace busy this morning!,ˈmakatplei̯s ˈbisi dis ˈmonin!,Ba-mo da market bima!,ˈbamo da ˈmakat ˈbima!,Ked djoid ibama busy!,ked dʒoi̯d ˈibama ˈbisi!,Ket muba hot day!,ket ˈmuba hat dei̯!,buxa Market busy!,ˈbuʃa ˈmakat ˈbisi!
jibu_weird_something_off_v2,Jibu,Weird. Definitely weird weird.,wid. deˈfanatli wid wid.,xeru. na-nad xeru xeru.,ˈksewu. ˈnanad ˈksewu ˈksewu.,"Na-nad nixa, weird!","ˈnanad ˈniʃa, wid!",Ipo kao. Weird weird.,ˈipo ˈkau. wid wid.,Na-nad weird weird weird,ˈnanad wid wid wid
jibu_heard_something_earlier,Jibu,Hmmm. I heard something bout that earlier,hm. ˈai hed ˈsamtin ˈbaut dat ˈelie̯,Hmmm. Hena-no mi bo-la tepe,hmmm. ˈhenano mi ˈbola ˈtepe,Hena-no mi pena something bla,ˈhenano mi ˈpena ˈsamtin bla,Hena-no mi bana Something bout that,ˈhenano mi ˈbana ˈsamtin ˈbaut dat,Hena mi heard something bout,ˈhena mi hed ˈsamtin ˈbaut
jibu_weird_probably_fine,Jibu,It's probably fine. It's fine. Right?,its ˈpwababli ˈfain. its ˈfain. ˈwait?,Dixi ixena. Ixena. Li?,ˈdiʃi ˈiʃena. ˈiʃena. li?,"Ketixa ked ixena. It fine, li?","ˈketiʃa ked ˈiʃena. it ˈfain, li?","Ket ixena, li? It’s fine.","ket ˈiʃena, li? it’s ˈfain.","Ixena. Maybe fine, yes li?","ˈiʃena. ˈmei̯bi ˈfain, ie̯s li?"
jibu_sure_its_fine,Jibu,It fine. I'm sure it fine. Right?,it ˈfain. ˈaim ˈʃuu it ˈfain. ˈwait?,"Ixena. Ga-gami mi ke ixena, nad?","ˈiʃena. ˈɡaɡami mi ke ˈiʃena, nad?",Mi gami ixena. It fine.,mi ˈɡami ˈiʃena. it ˈfain.,Ipo ixena. It fine. Sure it.,ˈipo ˈiʃena. it ˈfain. ˈʃuu it.,"Ixena. it fine, I sure good, right?","ˈiʃena. it ˈfain, ˈai ˈʃuu ɡud, ˈwait?"
jibu_smalltalk_almost_there,Jibu,Almost there! I think!,ˈolmost ˈdee! ˈai tink!,Ga banada!,ɡa ˈbanada!,Ba-mo ked-ba! think!,ˈbamo ˈkedba! tink!,Banada ipo! Almost there!,ˈbanada ˈipo! ˈolmost ˈdee!,Bano! Almost there!,ˈbano! ˈolmost ˈdee!
jibu_smalltalk_one_more_thing_v2,Jibu,"One more, then break!","wan ˈmoo, den bwei̯k!","Ka ud moga-no, le ga no!","ka ud ˈmoɡano, le ɡa no!","Be ka, break!","be ka, bwei̯k!",Bana bani! One more!,ˈbana ˈbani! wan ˈmoo!,"Ka ba one more, break!","ka ba wan ˈmoo, bwei̯k!"
jibu_bye_bye_guest,Jibu,Bye bye!,ˈbai ˈbai!,Bai bai!,ˈbai ˈbai!,Bama bye!,ˈbama ˈbai!,Bama bye!,ˈbama ˈbai!,Bama bye bye!,ˈbama ˈbai ˈbai!
jibu_guest_lightsaber,Jibu,Ohhhhh... are you a Jedi?,ohhhhh... ˈaa ˈiu a ˈdʒedai?,"Uuuuu, li e ka Jedi?","uuˈuuu, li e ka ˈdʒedi?","Uuuuu, li e ka Jedi?","uuˈuuu, li e ka ˈdʒedai?","Uuuuu, li Jedi?","uuˈuuu, li ˈdʒedai?","Uuuu, you Jedi?","uˈuuu, ˈiu ˈdʒedai?"
jibu_guest_phone_camera_selfie,Jibu,Oh! Picture! Okay!,o! ˈpiktʃe! ˈokei̯!,"Oh, pikta! Aaxe!","oh, ˈpikta! ˈaaʃe!","Oh, pikta! okay!","o, ˈpikta! ˈokei̯!","Oh, pikta! Okay!","o, ˈpikta! ˈokei̯!",Pikta! Okay!,ˈpikta! ˈokei̯!
jibu_guest_compliment,Jibu,Oh. Thank you. Thank you much.,o. tank ˈiu. tank ˈiu matʃ.,"Oh, degamie. degagamie.","oh, ˈdeɡamie̯. deˈɡaɡamie̯.","Oh, degagamie much, thank you!","o, deˈɡaɡamie̯ matʃ, tank ˈiu!","Oh, degagamie. Thank you.","o, deˈɡaɡamie̯. tank ˈiu.",Degaemi Oh thank you much,deˈɡaemi o tank ˈiu matʃ
jibu_guest_called_cute,Jibu,Oh. Me? Cute? Oh.,o. mi? ˈkiut? o.,Li mi? Li momo? Ohhh.,li mi? li ˈmomo? ohhh.,Li mi? Cute!,li mi? ˈkiut!,Li mi? Cute?,li mi? ˈkiut?,Li mi? So cute!,li mi? so ˈkiut!
jibu_guest_holds_up_grogu,Jibu,Bad baby! No! Away!,bad ˈbei̯bi! no! ˈawei̯!,Bad bebi! Nie! Ba!,bad ˈbebi! nie̯! ba!,Bad bebi! No! Ba,bad ˈbebi! no! ba,Bad bebi! No!,bad ˈbebi! no!,Bad bebi! No! Go away!,bad ˈbebi! no! ɡo ˈawei̯!
jibu_guest_holds_up_toy_droid,Jibu,That droid! We fix that!,dat dwoi̯d! wi fiks dat!,Ked-ba djoid! Moga med ked-ba!,ˈkedba dʒoi̯d! ˈmoɡa med ˈkedba!,Ked-ba djoid! Fix that!,ˈkedba dʒoi̯d! fiks dat!,Ked-ba djoid! We fix!,ˈkedba dʒoi̯d! wi fiks!,"Ked-ba droid, we fix that!","ˈkedba dwoi̯d, wi fiks dat!"
jibu_guest_kid_waves,Jibu,Hello little one! Hi!,ˈhalo ˈlital wan! ˈhai!,Adega anzabi! Hai!,ˈadeɡa ˈansabi! ˈhai!,Adega anzabi! Hi!,ˈadeɡa ˈansabi! ˈhai!,Adega hi! Little one!,ˈadeɡa ˈhai! ˈlital wan!,Adega hi little one!,ˈadeɡa ˈhai ˈlital wan!
jibu_guest_kid_hi,Jibu,Hello! Hi hi!,ˈhalo! ˈhai ˈhai!,Adega. Hai hai!,ˈadeɡa. ˈhai ˈhai!,Adega! Hi!,ˈadeɡa! ˈhai!,Adega! Hi hi!,ˈadeɡa! ˈhai ˈhai!,Adega! Hi hi!,ˈadeɡa! ˈhai ˈhai!
jibu_guest_adult_waves,Jibu,Oh. Hello. Hi.,o. ˈhalo. ˈhai.,"Oh, adega. Hai.","oh, ˈadeɡa. ˈhai.",Adega. Hi!,ˈadeɡa. ˈhai!,"Oh, adega. Hi.","o, ˈadeɡa. ˈhai.",Adega Hello hi,ˈadeɡa ˈhalo ˈhai
jibu_guest_adult_hi,Jibu,Oh. Hi hi.,o. ˈhai ˈhai.,"Oh, hai hai.","oh, ˈhai ˈhai.",Adega oh. Hi,ˈadeɡa o. ˈhai,"Oh, adega. Hi hi.","o, ˈadeɡa. ˈhai ˈhai.",Adega hi hi.,ˈadeɡa ˈhai ˈhai.
jibu_guest_says_its_hot,Jibu,Hot? Check fans!,hat? tʃek fans!,Li muba? Ba xina ta tomigad!,li ˈmuba? ba ˈʃina ta ˈtomiɡad!,Li muba? Fans broken!,li ˈmuba? fans ˈbwokan!,Li muba? Check fans!,li ˈmuba? tʃek fans!,Li muba? fans broken!,li ˈmuba? fans ˈbwokan!
jibu_guest_says_its_cold,Jibu,"Cold, really? Jibu check fans!","kold, ˈwili? ˈdʒibu tʃek fans!",Li ika? Jibu ba xina ta tomigad!,li ˈika? ˈdʒibu ba ˈʃina ta ˈtomiɡad!,Li ig? Ba xina Jibu check!,li iɡ? ba ˈʃina ˈdʒibu tʃek!,Li ika? Fans check!,li ˈika? fans tʃek!,Li ika? Jibu check fans!,li ˈika? ˈdʒibu tʃek fans!
jibu_guest_says_fixing_robots,Jibu,No no. Droids. Droids!,no no. dwoi̯ds. dwoi̯ds!,"Nie, nie. Djoids, djoids!","nie̯, nie̯. dʒoi̯ds, dʒoi̯ds!","Nie, nie. Droids!","nie̯, nie̯. dwoi̯ds!",Nie nie. Droids droids!,nie̯ nie̯. dwoi̯ds dwoi̯ds!,"Nie, no no droids!","nie̯, no no dwoi̯ds!"
jibu_guest_stroller_baby,Jibu,Hello baby! Good baby?,ˈhalo ˈbei̯bi! ɡud ˈbei̯bi?,Adega bebi! Bebi ixena?,ˈadeɡa ˈbebi! ˈbebi ˈiʃena?,Adega bebi! Good?,ˈadeɡa ˈbebi! ɡud?,Adega bebi! Good baby?,ˈadeɡa ˈbebi! ɡud ˈbei̯bi?,Adega baby good?,ˈadeɡa ˈbei̯bi ɡud?
jibu_hungry_to_vilo,Jibu,Me hungry.,mi ˈhanɡwi.,Mi ixa,mi ˈiʃa,Mi baba hungry!,mi ˈbaba ˈhanɡwi!,Ipo hungry,ˈipo ˈhanɡwi,Mi hungry!,mi ˈhanɡwi!
jibu_still_hungry,Jibu,Still hungry!,stil ˈhanɡwi!,Ni-mo ba pi-mi!,ˈnimo ba ˈpimi!,Ipo miga hungry!,ˈipo ˈmiɡa ˈhanɡwi!,Bado! Ga-mo!,ˈbado! ˈɡamo!,Ba-mo hungry!,ˈbamo ˈhanɡwi!
jibu_toy_repair_done,Jibu,"Kado, you finish toy repair?","ˈkado, ˈiu ˈfiniʃ toi̯ ˈwipee?","Kado, e-ba ba mo moga da wabad","ˈkado, ˈeba ba mo ˈmoɡa da ˈwabad","Kado, ba-moga toy broken?","ˈkado, ˈbamoɡa toi̯ ˈbwokan?",Ba moga toy Kado?,ba ˈmoɡa toi̯ ˈkado?,Ba-moga you finish toy repair?,ˈbamoɡa ˈiu ˈfiniʃ toi̯ ˈwipee?
jibu_assembly_line_stopped,Jibu,Assembly line all stop stop.,ˈasembli ˈlain ol stap stap.,Djoid-bama po-bani po-bani!,ˈdʒoi̯dbama ˈpobani ˈpobani!,Nie ba bana stop!,nie̯ ba ˈbana stap!,Stop stop! Nie ket tumunie!,stap stap! nie̯ ket ˈtumunie̯!,Bano bano! assembly line all stop stop!,ˈbano ˈbano! ˈasembli ˈlain ol stap stap!
jibu_what_color_shirt,Jibu,The Offworlder's shirt! What color is that?,da ˈoffwowldews ʃet! wat ˈkale is dat?,Ked-ba a Offworlder wabad! Li ked-ba kapa?,ˈkedba a ˈoffwowldew ˈwabad! li ˈkedba ˈkapa?,Ked-ba ka wabad! What color?,ˈkedba ka ˈwabad! wat ˈkale?,Da waba! What color that?,da ˈwaba! wat ˈkale dat?,Ked-ba wabad! What color that?,ˈkedba ˈwabad! wat ˈkale dat?
jibu_long_as_vilo_beard,Jibu,Almost as long as Vilo's beard.,ˈolmost as lon as ˈvilos bid.,Ta tib da Vilu a xiba no bono,ta tib da ˈvilu a ˈʃiba no ˈbono,Be-va tibana ba Vilu-va beard long,ˈbeva ˈtibana ba ˈviluva bid lon,Tibana ba Vilu beard.,ˈtibana ba ˈvilu bid.,Be-ta tibana beard almost as long Vilo,ˈbeta ˈtibana bid ˈolmost as lon ˈvilo
jibu_hair_curly,Jibu,Oooh! Offworlder hair curly curly!,u! ˈoffwowldew ˈhee ˈkeli ˈkeli!,Aaxe! Offwolda djonu djonu!,ˈaaʃe! ˈoffwolda ˈdʒonu ˈdʒonu!,Aaxe! Wibi curly curly!,ˈaaʃe! ˈwibi ˈkeli ˈkeli!,Ipo xina! Curly curly!,ˈipo ˈʃina! ˈkeli ˈkeli!,Haipo hair curly curly!,ˈhaipo ˈhee ˈkeli ˈkeli!
jibu_hair_blonde_like,Jibu,Offworlder hair very blonde. Jibu like.,ˈoffwowldew ˈhee ˈvewi bland. ˈdʒibu ˈlaik.,Da bebi xiba mumuba bede. Jibu ixena.,da ˈbebi ˈʃiba ˈmumuba ˈbede. ˈdʒibu ˈiʃena.,Ipo waba-be ta ixena bebi. Very blonde,ˈipo ˈwababe ta ˈiʃena ˈbebi. ˈvewi bland,Da wawa-va ixena. Jibu like.,da ˈwawava ˈiʃena. ˈdʒibu ˈlaik.,Waba muba-be very blonde. Jibu like.,ˈwaba ˈmubabe ˈvewi bland. ˈdʒibu ˈlaik.
jibu_guest_that_nice,Jibu,"Oh, that nice nice.","o, dat ˈnais ˈnais.","Oh, ked-ba ixen-ixen.","oh, ˈkedba iˈʃeniʃen.",Ked ixena ixena nice nice,ked ˈiʃena ˈiʃena ˈnais ˈnais,Ooh. ixena nice nice.,u. ˈiʃena ˈnais ˈnais.,Ked nice nice.,ked ˈnais ˈnais.
jibu_guest_bye_bye,Jibu,Bye! Bye bye!,ˈbai! ˈbai ˈbai!,Bai! Bai bai!,ˈbai! ˈbai ˈbai!,Ba-no! bye bye!,ˈbano! ˈbai ˈbai!,Bai bai! Bye bye!,ˈbai ˈbai! ˈbai ˈbai!,Bai! Bye bye!,ˈbai! ˈbai ˈbai!
jibu_systems_report_bad,Jibu,Systems Report is BAD. No Data!,ˈsistams ˈwipot is bad. no ˈdei̯ta!,Penaga boken bad. Nie ket nipo!,ˈpenaɡa ˈboken bad. nie̯ ket ˈnipo!,Pena-bexa nixena. No data!,peˈnabeʃa ˈniʃena. no ˈdei̯ta!,Nie ket nipo! Report bad!,nie̯ ket ˈnipo! ˈwipot bad!,La-no bad! No data!,ˈlano bad! no ˈdei̯ta!
jibu_comms_system_down,Jibu,Comms System is down!,komms ˈsistam is ˈdaun!,Ket ta penaga tumunie!,ket ta ˈpenaɡa ˈtumunie̯!,Ket tumunie system down!,ket ˈtumunie̯ ˈsistam ˈdaun!,Nie ket tumunie! Comms down!,nie̯ ket ˈtumunie̯! komms ˈdaun!,Nie ket tumu! comms down!,nie̯ ket ˈtumu! komms ˈdaun!
jibu_guest_best_journey,Jibu,Best Journey!,best ˈdʒeni!,Ud bama!,ud ˈbama!,Bama best!,ˈbama best!,Bexami! Best!,ˈbeʃami! best!,Be-a good journey!,ˈbea ɡud ˈdʒeni!
jibu_react_fine_fine,Jibu,Fine. Fine.,ˈfain. ˈfain.,Ixena. Ixena.,ˈiʃena. ˈiʃena.,Ixena good!,ˈiʃena ɡud!,Ixena! Fine.,ˈiʃena! ˈfain.,"Ixena fine, fine!","ˈiʃena ˈfain, ˈfain!"
jibu_guest_introductions,Jibu,"Oh, hi hi! My name Jibu!","o, ˈhai ˈhai! ˈmai nei̯m ˈdʒibu!",a-a adega! Mi ka-na Jibu!,ˈaa ˈadeɡa! mi ˈkana ˈdʒibu!,A-a nad. Jibu name!,ˈaa nad. ˈdʒibu nei̯m!,Axe adega! My name Jibu!,aks ˈadeɡa! ˈmai nei̯m ˈdʒibu!,Nad! My name Jibu!,nad! ˈmai nei̯m ˈdʒibu!
jibu_guest_giveup_1,Jibu,Okey dokey then.,ˈoki ˈdoki den.,Aaxe bano,ˈaaʃe ˈbano,Aaxe then,ˈaaʃe den,Ba-mo okey dokey,ˈbamo ˈoki ˈdoki,Abobo! Okay dokey,ˈabobo! ˈokei̯ ˈdoki
